Numer macierzy;a_11;a_12;a_13;a_14; a_21;a_22;a_23;a_24;a_31;a_32;a_33;a_34;a_41;a_42;a_43;a_44;
329;9;0;2;0;-7;3;0;-1;-9;-4;-2;-9;2;3;-7;8;
330;-9;-2;1;4;-4;-5;-9;4;-4;-9;4;0;3;5;3;-5;
331;0;-6;-9;1;7;3;-9;0;6;0;9;-5;-4;-9;1;0;
332;8;-6;7;-1;0;6;6;-7;-3;2;-7;9;0;-6;8;-3;
333;4;6;9;-9;8;-5;-1;3;-7;-2;4;5;9;-8;-5;2;
334;3;7;1;0;-2;-4;-3;9;-4;-8;8;-1;0;0;-5;2;
335;8;-7;-1;3;1;0;-9;-1;9;4;7;-6;7;-1;-2;-8;
336;0;-2;0;9;-1;-1;3;5;1;-3;4;4;-3;-1;-6;8;
337;-7;6;-1;-2;-6;-9;-5;0;-4;-3;4;-9;7;-1;5;-1;
338;-4;7;1;-8;7;-8;7;-8;1;-4;3;8;-9;-8;3;2;
339;6;7;-8;-6;-3;4;-3;-4;0;-7;3;-1;-1;-8;6;-6;
340;0;-9;3;6;-9;6;0;2;-8;-6;-3;1;8;-3;1;0;
341;-9;-8;-9;-2;2;-6;-5;-4;0;0;1;2;-8;4;-8;-5;
342;4;4;2;0;9;8;2;1;-8;-7;-2;-2;-1;-7;0;4;
343;-2;-6;1;-9;2;7;4;7;0;0;-6;-1;-8;0;3;3;
344;0;8;-6;0;6;-3;-7;-9;5;3;-6;0;6;2;4;0;
345;0;5;2;-7;-5;7;-1;-5;-5;3;-6;-6;-2;-7;4;5;
346;4;-7;-3;-5;0;4;-8;9;4;-9;4;4;5;-9;-5;0;
347;-7;4;-9;4;0;9;0;3;9;-4;9;-6;9;6;-4;2;
348;9;9;1;4;-1;1;-6;5;-1;-3;3;3;-8;-9;-6;9;
349;0;7;-1;-9;-7;3;4;-4;-9;1;-1;0;-9;0;-4;1;
350;3;-8;6;5;-9;7;-5;-1;0;0;0;5;-4;-4;0;0;
351;-3;-2;-5;-1;7;0;4;-2;9;0;-1;-7;4;-9;9;3;
352;-9;-3;-8;8;-5;-2;7;-2;-7;7;-4;-9;4;-5;-8;7;
353;-2;-5;-8;-9;-9;-3;3;0;5;7;5;6;-1;-5;-9;-3;
354;-3;8;2;0;-8;8;4;0;-7;0;-2;-4;-7;-4;4;-4;
355;0;-2;8;-1;-3;-2;4;-4;0;-8;-3;-5;3;-9;-9;-6;
356;0;0;7;2;-8;-6;0;0;-5;6;0;9;4;-1;0;6;
357;-4;9;2;6;0;-9;0;6;1;0;0;-3;8;2;-9;-4;
358;-5;6;0;-1;-7;7;-7;-5;-5;-1;8;-3;5;8;9;4;
359;-8;3;9;4;0;-5;3;0;3;9;5;0;8;6;-4;2;
360;2;-2;9;7;3;-3;7;-9;-4;0;2;5;0;-6;3;-4;
361;8;0;-5;3;-2;-1;6;-1;0;-1;5;-3;1;-1;6;-3;
362;8;4;-2;-8;6;5;2;7;5;-2;-1;2;0;7;5;0;
363;-8;-6;-8;-1;-7;-9;1;1;-7;4;-9;2;8;0;-6;-1;
364;-7;9;5;-4;-8;4;-7;-1;-5;-1;1;5;3;-2;-7;4;
365;-4;8;6;-9;5;-1;0;5;1;-2;2;-6;0;-4;8;0;
366;-4;2;8;-2;-7;-2;2;-6;-8;5;0;-2;0;2;-3;2;
367;1;2;7;-3;6;6;-7;-7;5;2;-4;-4;6;-4;-5;-4;
368;-4;-1;-6;3;-4;0;2;-6;-9;9;-6;-2;-2;9;-3;-6;
369;-4;-4;8;5;0;7;5;-1;-4;1;1;-3;6;0;8;7;
370;3;-1;8;4;0;0;7;4;4;-9;-7;4;7;4;3;1;
371;7;1;6;-1;-7;-5;4;0;-5;5;-2;4;0;6;1;-3;
372;5;9;2;5;-4;-2;-2;4;7;3;-9;-6;-8;8;-2;0;
373;-7;9;9;-1;7;-2;-9;7;2;1;3;-5;9;1;-6;-4;
374;6;-1;4;4;-5;-8;8;-1;4;-7;1;8;3;-2;-5;-8;
375;7;4;5;-4;0;8;1;8;0;4;-3;-4;2;8;6;-6;
376;0;3;-3;1;-5;0;-7;-7;-9;6;-1;-7;2;9;5;-8;
377;4;-3;-1;9;7;5;-4;6;4;1;9;1;0;-7;-2;2;
378;3;-3;6;-3;-4;-8;4;-7;8;-8;5;-4;-6;9;2;-3;
379;2;-2;5;-4;7;5;0;-4;9;8;-8;-5;-3;0;-9;6;
380;0;-5;-1;-1;-1;4;-9;5;6;8;1;6;5;-3;1;9;
381;-6;-7;-5;-8;-1;8;1;-7;1;-3;-8;-3;0;9;-8;1;
382;5;7;-4;-2;6;0;-7;-4;8;2;-7;4;8;-3;3;7;
383;2;-5;7;-1;-8;-6;0;-8;-4;0;-7;6;2;4;-1;-2;
384;-5;5;5;5;0;6;-8;8;-8;8;0;4;7;-1;-1;4;
385;4;-2;-1;0;9;1;0;1;3;-6;-2;-2;-9;7;3;-2;
386;-3;-5;0;0;3;5;7;-1;-3;-2;-9;-7;0;-7;8;-1;
387;-7;4;2;5;4;-3;-3;0;-4;8;-1;9;-1;9;-4;-6;
388;5;4;7;-6;5;-6;-5;7;7;-9;0;-1;9;-3;-7;4;
389;-8;8;-9;5;2;5;2;-9;-2;-2;1;-7;-9;2;8;-6;
390;-7;7;4;0;-5;2;-5;0;5;6;-2;5;2;0;0;6;
391;0;0;-9;8;5;-6;9;2;-1;4;1;5;1;-6;-7;-7;
392;3;1;-7;2;-4;5;-9;-3;-2;0;1;8;1;0;9;0;
393;-8;6;1;-4;1;9;7;2;-7;-1;7;0;9;4;4;-3;
394;8;3;6;1;-3;4;-1;0;-3;-7;-5;-9;-5;-4;-7;1;
395;9;-3;-1;0;1;5;8;3;-5;9;-7;-3;2;7;-2;7;
396;-8;-9;6;5;0;-2;-3;-6;-4;-2;3;-6;4;3;-7;2;
397;6;-6;-7;-7;-6;6;-5;9;0;-4;-8;-1;0;5;2;4;
398;-7;-4;7;3;-7;0;-7;-4;9;3;1;-8;-9;-8;1;-7;
399;-5;3;-6;-2;-4;-2;2;-4;-7;-3;9;-5;-4;0;8;7;
400;0;7;-5;-5;2;0;-6;7;-4;-6;-7;4;-9;-2;-2;-1;
401;2;0;7;-5;7;-5;9;-2;-1;-1;7;-1;3;-4;2;-9;
402;3;1;8;-9;-7;-2;3;0;3;7;-8;4;-5;4;-2;6;
403;1;2;6;4;-4;-6;0;7;-7;-6;-9;1;-8;8;-7;6;
404;1;-5;3;-3;2;-8;-9;7;3;-3;3;-5;-7;-7;-4;7;
405;6;7;2;9;6;-7;8;1;-1;-4;4;1;9;3;5;0;
406;-9;-5;-9;-7;6;-9;8;-1;7;9;-9;-6;4;2;-1;-7;
407;5;0;-2;7;2;9;5;0;7;0;8;1;5;-1;-9;-5;
408;1;-6;3;0;-9;7;-3;-6;-1;-2;3;7;7;0;5;-1;
409;0;8;-4;-9;-3;-3;-3;-8;0;-2;-9;0;-7;2;-1;-6;
410;-4;-5;1;0;-2;2;5;6;-9;-9;3;-7;-6;-3;-9;-2;
411;8;-8;-4;-2;-9;1;5;-7;6;5;5;7;-5;9;4;5;
412;1;9;3;-6;-5;-7;8;5;8;-5;-6;-3;-1;1;5;-4;
413;-4;-5;1;6;-9;3;-4;-1;9;6;3;0;0;2;-1;-8;
414;-9;-3;-5;-7;-8;-3;4;-7;-2;-7;1;6;-2;-7;-6;-1;
415;-2;6;3;9;-4;-2;-2;6;5;1;1;9;0;3;-5;-8;
416;1;-5;-5;2;0;0;5;-5;-6;2;5;3;-9;1;-5;-6;
417;8;7;6;0;-4;-9;-2;-3;-8;7;-7;-2;-6;3;-6;-7;
418;-4;0;-1;-9;3;1;5;3;-6;-6;-4;3;-2;5;3;-4;
419;7;-4;-9;-8;9;4;-7;8;-5;0;7;-8;9;4;0;2;
420;3;4;0;8;-5;-6;5;5;5;4;8;6;-2;0;-4;8;
421;3;5;-9;-2;8;0;8;4;9;-6;-1;5;8;6;-7;4;
422;1;5;0;7;8;8;-8;-5;-1;4;-3;-1;-8;8;0;3;
423;3;5;-3;-1;-4;7;-9;-4;-6;1;4;3;-4;-2;0;-9;
424;-5;-8;8;-5;0;-6;8;7;6;2;-7;-5;0;-9;4;1;
425;0;0;0;-3;-4;-7;-3;4;-2;-3;-6;1;-5;-2;-3;0;
426;0;-9;-3;-1;-3;-3;6;5;-7;-4;-7;-8;-9;6;-9;-7;
427;1;7;-6;-8;-9;1;1;-6;0;6;2;-7;4;-8;7;0;
428;0;-6;0;-4;6;0;-4;-2;9;6;-2;9;5;-8;6;-5;
429;-9;2;9;4;0;1;-6;-4;7;9;2;0;-9;1;-6;-4;
430;-1;-4;-9;-3;0;8;-7;-2;7;4;9;7;-7;-9;9;-8;
431;-1;2;-8;-9;7;-8;-1;2;-7;5;2;-9;-1;2;1;-5;
432;8;0;7;-5;4;9;-6;0;5;-6;-5;0;-6;-9;0;1;
433;-2;3;-9;4;-9;-2;9;4;-5;-4;1;3;-9;3;6;7;
434;6;-9;0;2;9;3;3;8;9;-7;-7;-7;-2;-9;-2;7;
435;5;1;0;-6;-6;7;2;-5;6;-9;-5;0;5;6;3;5;
436;9;0;-8;0;-4;-3;-2;1;-5;-4;-5;-7;4;2;7;9;
437;8;2;8;-5;9;-2;2;-6;6;-9;-2;0;7;0;4;1;
438;4;6;7;-9;0;-9;-5;2;-6;-3;-4;-9;4;-7;7;3;
439;-3;-3;-2;-9;8;0;3;4;0;-8;0;-1;-7;-9;2;0;
440;4;-6;5;8;7;-3;-4;6;-8;0;3;1;-1;6;6;0;
441;-8;1;-9;-7;-3;0;-6;0;3;5;-7;3;3;-2;0;-5;
442;6;-5;0;5;5;-6;-2;-7;-7;-2;9;3;-5;2;-6;7;
443;6;0;-6;9;-4;6;5;0;9;4;9;3;-7;2;0;1;
444;5;0;-8;0;4;0;2;7;7;-4;0;-4;6;4;0;5;
445;3;9;-1;-1;1;8;-2;-6;4;-2;6;1;-8;0;-5;-1;
446;-4;-7;-9;0;3;5;6;1;3;-5;3;-1;4;-5;0;0;
447;4;-3;1;-5;3;-8;9;4;-2;-5;-3;-5;7;7;8;-9;
448;0;2;-9;-6;4;-4;7;3;1;-8;-7;5;0;-6;-8;5;
449;3;-8;5;-8;2;-6;0;-6;0;-1;-9;5;2;-4;1;-8;
450;-7;1;-5;-6;-6;7;8;6;-5;-2;7;-3;3;8;-8;-3;
451;7;-1;-9;9;7;4;6;6;2;4;-1;9;-6;3;-6;-4;
452;1;2;-6;9;0;-6;0;-4;1;-2;-3;-5;-4;2;2;9;
453;0;-9;1;-8;-9;-4;0;9;3;-2;-8;6;-7;-5;6;9;
454;-7;0;0;-3;-4;-3;-7;2;-3;5;-2;0;3;0;-2;-6;
455;7;-6;0;-2;7;7;5;-8;8;1;-6;5;5;2;-4;7;
456;-9;1;2;7;0;7;-1;-3;-7;-6;-1;-6;-9;-3;1;9;
457;3;1;-1;-1;-1;4;-4;-7;3;-7;2;-5;1;4;-2;2;
458;3;-3;-2;-1;8;-2;5;1;8;3;8;-2;3;2;1;0;
459;-4;-8;4;4;2;-6;9;-9;1;6;-6;-4;5;-3;-3;-8;
460;4;-1;-7;-2;-7;-7;-1;-9;1;-1;0;6;-4;9;6;5;
461;-4;5;-5;9;9;-6;2;9;0;-5;4;2;7;-1;0;9;
462;-7;1;4;0;-8;-5;-2;-2;-1;-8;5;-9;-4;5;-8;-6;
463;9;8;3;5;3;3;6;-1;2;-1;3;7;7;8;-5;9;
464;7;0;-1;-4;0;7;1;-3;-3;8;1;8;-2;-1;-9;-7;
465;3;3;-4;-2;-4;0;4;8;-5;-8;-2;8;5;-7;0;-1;
466;9;-5;-6;3;-5;4;-9;6;2;0;4;3;-7;0;-2;3;
467;-2;-6;6;-7;-2;7;-9;-4;-2;5;-8;-4;-1;-7;-9;0;
468;-9;-1;-5;-5;1;-8;0;-6;3;8;-4;2;-1;1;9;8;
469;0;4;-7;0;7;-7;-2;2;9;6;8;3;-5;-2;3;-8;
470;0;-5;-8;9;9;-9;-6;-5;2;9;-7;-4;3;6;4;4;
471;-4;-4;5;0;-9;0;-7;-8;0;-9;0;5;-8;1;-6;0;
472;9;3;0;4;-9;-9;0;8;3;0;-1;8;4;7;8;6;
473;-7;0;7;-4;-7;-8;-5;-4;2;0;-3;9;-9;7;9;1;
474;-1;2;1;-8;-2;0;-4;8;-1;-7;-3;3;3;-6;4;8;
475;5;0;0;-4;3;2;-1;-4;8;-4;2;-2;-8;-1;7;2;
476;-9;8;-6;-2;-6;2;2;9;2;-6;-1;8;0;2;-5;-3;
477;4;-1;-3;-6;7;3;-6;-3;5;0;6;-5;-6;-3;0;0;
478;1;-7;-5;-2;3;8;4;6;1;4;-3;0;6;8;4;-5;
479;-7;-8;-2;0;-7;-3;2;-3;7;1;-3;-5;2;6;2;-6;
480;0;6;5;0;-2;8;5;-1;-2;-7;6;0;1;-6;-2;-9;
481;-1;-7;6;-5;-5;-3;3;0;8;-6;9;2;-8;0;5;-5;
482;-2;0;2;-2;-4;3;-6;0;1;0;-8;6;-4;-5;-3;-8;
483;-9;-6;-2;-9;0;5;0;-6;6;-1;-3;4;1;8;-2;2;
484;-1;7;5;-8;8;-6;-1;5;-3;-2;7;-7;6;8;9;5;
485;9;0;-7;-2;-3;-9;8;-6;3;1;3;1;-4;-9;-5;-9;
486;-4;2;-2;-7;5;-7;-1;0;2;-7;9;-2;-7;6;3;-5;
487;-3;5;9;-2;4;-7;-7;-3;-6;3;5;-1;6;-7;8;1;
488;5;2;-9;-7;-4;8;0;0;5;2;-3;-9;-6;1;7;2;
489;-9;-9;6;7;-2;1;1;-1;0;-3;-7;-3;-6;-1;2;1;
490;8;3;-5;8;7;0;0;-7;6;4;-5;-8;5;3;-4;-9;
491;-9;-7;-5;-8;8;2;-2;4;9;-8;7;-5;6;4;0;3;
492;0;2;-7;8;-2;4;3;7;0;-9;-5;-7;-3;-4;7;0;
493;-1;6;-4;3;-2;0;3;6;9;-4;3;8;5;-6;5;-1;
494;-5;5;2;7;-9;-2;-3;-3;2;-3;-9;5;0;5;7;-9;
495;8;-1;0;-9;-4;-8;-6;-1;5;-8;-2;-8;3;9;-9;-9;
496;-8;-8;-9;2;0;6;1;7;-7;-3;-4;1;7;-8;-8;0;
497;6;0;-1;8;4;7;5;2;1;5;-1;-6;0;5;5;-1;
498;-5;-7;-4;3;-4;-5;0;-6;1;-4;-9;-3;-2;-4;2;-6;
499;0;9;5;-6;-2;7;1;-3;-4;-2;9;1;6;-4;5;0;
500;0;-9;6;-8;-1;2;-3;1;-9;4;-1;1;7;-5;-2;2;
501;-5;4;9;-3;-8;-1;-7;-9;-7;-6;2;0;-3;8;3;-1;
502;-8;1;1;-7;-2;8;3;8;4;-8;8;-3;2;0;0;1;
503;-6;-1;-1;8;-3;0;6;-3;-7;2;9;2;8;-9;0;-7;
504;-5;8;8;8;-5;-5;2;0;-4;3;7;-9;-6;3;9;7;
505;-8;7;-8;0;6;-4;0;8;7;-7;6;-8;3;-7;-9;-2;
506;-6;-6;5;0;-2;-3;2;0;2;5;-5;-7;0;-4;-2;4;
507;-6;8;8;-7;7;-7;-2;-9;4;8;-2;-5;8;3;-3;0;
508;6;-3;-8;-2;3;4;6;-3;4;0;-1;5;3;5;1;6;
509;-6;0;-8;9;-7;-7;-4;0;3;0;4;-2;-3;1;5;4;
510;9;-5;5;-3;-7;0;8;2;-5;6;1;-3;7;-6;-8;-7;
511;-2;9;6;3;5;8;0;-4;7;0;0;-8;-7;9;-6;9;
512;-2;7;-3;-1;4;1;8;-1;0;7;-4;9;0;0;-6;9;
513;9;3;0;0;2;0;1;-4;-3;-4;-7;2;2;1;0;8;
514;8;6;2;6;-6;9;0;5;-3;1;7;-3;3;7;-9;9;
515;-3;-7;7;-7;7;-5;0;-6;6;-9;-3;3;6;7;9;-6;
516;3;-9;7;-6;-1;6;-7;6;1;4;-8;-3;6;-9;-7;8;
517;9;-8;5;4;-2;3;0;-3;0;-1;-6;-9;1;8;5;-5;
518;3;-2;-7;9;0;2;-1;-9;8;-2;-4;8;0;8;5;-1;
519;-1;1;1;0;-5;-7;-4;8;-1;-7;2;0;-5;6;2;0;
520;2;0;-9;-6;-3;9;-5;-7;-9;1;2;7;-3;-4;4;1;
521;5;4;-3;-2;8;8;3;6;-4;-2;0;-4;0;3;2;5;
522;-5;1;0;-4;-9;-8;0;5;0;-8;-1;8;-7;-9;7;4;
523;6;3;-9;-1;-9;-6;1;0;-4;-2;7;0;-5;-9;7;3;
524;7;1;-9;-3;0;-1;1;-6;5;9;8;1;1;4;-7;1;
525;-9;3;5;-5;-9;-4;0;-4;-5;6;0;7;-1;6;0;9;
526;4;-6;3;-1;-5;-9;9;4;-9;-1;-1;4;-6;-1;7;-8;
527;-9;2;0;2;-9;3;2;2;4;-7;8;3;-7;5;-3;5;
528;3;-4;-2;-1;-5;-4;-1;-4;-5;1;-3;1;-7;-7;1;0;
529;8;0;-6;0;7;7;-6;-5;9;3;-5;7;-9;-2;-8;-7;
530;5;5;-7;4;7;-2;5;1;-8;2;1;-1;-6;6;6;1;
531;5;-6;7;0;1;-4;-9;-5;-9;-7;6;1;7;3;-8;1;
532;-7;9;3;-1;9;9;2;-9;2;3;-9;7;0;-4;2;-7;
533;-7;3;6;1;0;1;0;4;0;1;-4;-3;9;-5;-3;-5;
534;-1;-6;3;-8;1;-9;8;-6;-8;7;-9;7;7;0;7;9;
535;-5;-9;3;4;-3;-1;1;4;2;4;-6;8;-2;5;6;3;
536;0;0;3;3;-7;4;3;0;-9;0;3;-1;0;-7;-7;-9;
537;7;3;0;-2;0;-9;8;0;-1;-9;2;3;-3;-3;0;5;
538;-2;6;0;4;5;5;9;-3;0;-1;-8;-3;-2;0;-2;-1;
539;-9;6;0;-2;-2;-3;9;0;0;1;-3;-6;-3;-8;2;-2;
540;-7;-2;5;4;1;-6;0;9;-8;1;2;-8;-1;-6;5;2;
541;5;2;0;-2;5;-5;5;5;2;-7;6;0;-5;-4;0;-5;
542;-6;-8;-1;-8;-8;-4;4;-3;-4;2;-6;-4;-5;-5;1;2;
543;4;8;0;2;-7;7;0;-6;-5;6;-6;-8;-5;9;6;-2;
544;-5;6;-2;-4;-8;8;0;5;0;-2;-4;2;-7;0;7;-3;
545;-7;-2;-1;-8;-6;4;-7;0;7;0;-3;8;-1;-1;-3;1;
546;0;2;-8;-1;-9;1;9;7;3;7;2;-4;-1;-6;4;-9;
547;-7;7;-6;-4;-6;-6;-7;-3;9;5;1;8;-2;0;8;1;
548;-1;4;-8;-1;-9;7;-7;-1;-9;0;-8;-5;-4;0;4;-7;
549;0;-7;4;0;-1;2;9;-5;-6;7;-3;1;3;1;-9;-7;
550;1;-3;-5;0;9;-2;0;-6;8;-4;-4;-4;-4;2;3;-8;
551;-4;7;2;-6;-9;-6;-8;-1;4;-6;-7;0;8;0;9;-5;
552;-3;0;-5;5;-2;-6;-7;8;4;-4;2;2;-4;5;7;-2;
553;0;8;2;6;9;-3;7;3;-2;-4;3;-2;-6;-6;0;2;
554;4;2;5;-5;-6;0;1;1;2;9;9;1;8;-3;-7;-4;
555;-2;0;0;-7;-5;-2;7;-1;-1;6;-3;6;8;9;0;9;
556;5;5;6;3;-7;0;6;-7;-9;0;3;-6;3;-5;6;2;
557;-6;-7;0;-6;1;-2;-7;5;-6;0;-2;5;6;4;-6;0;
558;8;-1;0;-3;-9;2;-9;-3;5;-1;5;-6;-8;0;8;-5;
559;-9;-7;3;5;-4;-8;0;-6;2;4;6;-1;5;-7;-1;0;
560;-7;-2;4;-4;-4;6;9;-8;-4;-6;9;-2;-4;-1;-1;-5;
561;-3;-8;0;-7;-4;4;-3;1;0;-1;-7;-3;5;7;7;8;
562;-9;-4;-5;5;-8;-2;9;-4;0;-6;1;5;-7;2;-5;-6;
563;0;-2;-5;-9;-5;-9;3;-6;9;-6;5;-9;-5;4;-2;4;
564;-4;3;-3;7;1;-6;2;4;2;0;0;2;2;-1;-3;6;
565;-8;-3;4;-9;0;-4;-1;-2;-6;-5;6;1;9;-3;4;-2;
566;-3;-2;-2;7;-2;5;6;-5;-9;-2;-5;0;0;9;9;-4;
567;3;-7;-8;-8;7;2;-1;-2;-5;-9;7;-3;-1;0;5;-8;
568;-2;1;-6;1;7;8;1;-5;5;-9;1;0;2;-7;2;1;
569;-8;3;-7;0;-6;7;7;1;5;0;-8;2;-1;-3;-8;9;
570;8;8;-3;0;-1;6;-7;-7;-4;-7;5;-5;2;1;-2;-4;
571;-5;-4;-5;0;-9;-9;-9;6;-9;2;0;-7;8;-5;9;7;
572;0;9;5;-5;-3;-4;0;3;4;0;3;0;7;-8;0;-8;
573;0;-3;0;-8;-2;8;7;8;0;-2;0;-9;6;7;-8;-4;
574;0;4;3;1;4;-9;-6;0;-5;8;-8;3;-7;8;-2;3;
575;-1;-6;1;5;-2;-7;-4;8;5;1;3;4;0;8;6;7;
576;3;7;3;-6;7;1;5;8;1;0;2;-6;2;4;6;-1;
577;0;-3;-8;-3;-8;-1;6;4;3;0;1;-7;-8;-5;6;4;
578;7;-3;3;-9;-9;0;9;-7;-6;3;3;0;8;0;2;-7;
579;0;5;7;0;-3;0;-1;-1;4;5;4;-8;-1;0;-5;-6;
580;9;0;4;4;-9;3;3;2;-7;8;8;1;-1;5;2;-7;
581;6;-6;-3;-3;-2;3;0;0;-4;-1;8;9;-2;6;2;-5;
582;-4;-8;8;-4;7;4;-3;-9;7;8;-8;-7;-1;-7;-1;-2;
583;-7;4;-6;-5;-3;-3;5;-4;9;-9;0;-4;6;-1;8;-8;
584;4;9;-1;-7;7;5;8;-7;6;0;-7;9;9;0;7;-3;
585;4;6;-8;-7;5;6;-4;8;7;2;0;9;-1;-1;-7;-3;
586;8;0;0;3;6;6;1;-6;-1;2;1;0;9;-9;0;4;
587;0;4;-2;7;0;1;3;-9;0;-3;0;3;-8;0;5;-1;
588;5;7;-7;5;2;2;6;-2;8;-4;-8;-4;-9;0;-3;4;
589;-1;3;6;-4;-5;8;-3;8;-2;0;4;-9;1;-9;1;4;
590;8;2;3;-6;7;0;0;0;9;1;-9;0;8;-5;0;0;
591;6;9;8;7;5;-9;8;-8;9;3;-1;1;3;-7;-6;9;
592;0;7;-4;-5;-3;-9;-3;0;5;8;9;-9;-7;5;0;-6;
593;-4;-1;-1;1;-1;-1;-4;-3;1;4;0;5;-4;1;5;-5;
594;-8;-7;8;1;7;1;-6;-2;-3;-3;-2;-3;0;6;-1;6;
595;-1;1;7;-2;6;2;-8;1;-9;7;2;-1;5;3;-3;1;
596;-3;0;-6;-6;8;1;-4;-1;0;8;-8;-8;-5;-5;8;-7;
597;0;3;-5;8;3;2;1;-3;7;9;4;0;-7;-6;9;-1;
598;7;6;0;6;-7;-5;3;3;-6;6;7;2;-1;-1;4;-8;
599;-1;-2;2;-1;-2;5;-7;0;-1;1;1;-6;-7;7;5;-1;
600;3;-9;6;-8;8;-2;-4;7;-3;3;3;5;0;-8;7;-1;
601;5;9;1;-4;-1;6;-1;-8;1;5;-5;7;-2;-4;-4;8;
602;0;3;-2;1;6;5;-8;-5;-8;-7;1;-1;5;1;-9;1;
603;5;-5;-5;-3;-3;-2;1;6;-8;-5;-6;1;4;-9;2;-5;
604;-7;7;7;-8;1;9;0;9;7;9;-2;-4;4;-6;0;5;
605;-6;4;-2;-7;3;-6;8;-2;5;8;1;0;-5;5;0;-4;
606;5;0;6;-4;-3;-8;-6;-8;1;-3;-4;-2;6;5;6;-3;
607;-8;-2;-1;-6;-8;0;6;9;9;4;-5;8;1;-9;-7;1;
608;0;5;2;-5;6;5;-6;-8;-3;5;3;7;-2;9;-5;6;
609;0;9;-2;-5;-9;9;0;-4;0;6;-9;2;9;-9;8;4;
610;-9;9;-5;-3;-7;-9;-3;3;-8;-2;-4;-1;8;-3;-7;9;
611;-7;-6;-1;0;-7;1;7;-2;9;-7;-6;-2;-1;-7;-9;4;
612;0;-7;4;9;-4;-5;9;6;-4;7;-4;-9;9;6;-4;9;
613;4;7;-4;-8;8;-8;0;-6;-9;-5;-9;8;-9;-6;9;4;
614;-8;-2;-3;8;-8;1;-3;-3;-1;2;7;0;-6;-6;-2;-6;
615;0;8;0;-2;9;3;0;6;8;0;6;-6;-9;-3;-9;0;
616;-4;-5;-6;-7;-3;-5;-4;2;1;-3;4;3;-9;-7;7;1;
617;5;-9;0;-5;0;0;4;8;3;4;7;-1;-9;-6;2;0;
618;-8;-2;-2;-7;-5;0;-3;-7;0;-8;2;-3;-3;-3;-1;-9;
619;-3;-2;9;2;-2;8;0;-1;-8;-2;5;4;0;-7;6;6;
620;-9;1;-1;9;3;-9;6;0;5;0;0;-4;-6;-2;5;7;
621;-9;0;4;-3;-3;8;9;3;4;-1;3;5;4;9;0;9;
622;-8;-2;-6;9;-7;-1;9;7;8;0;-8;4;-5;-3;5;-5;
623;-2;0;3;8;-8;-3;3;8;0;0;0;9;-7;9;-3;-7;
624;0;-8;-2;-3;-2;3;-1;9;0;-6;1;-4;-4;0;8;5;
625;3;0;-9;1;7;9;-9;-1;4;1;4;3;7;-5;-1;7;
626;-3;4;-8;-2;-4;9;-5;5;-6;5;3;7;6;8;5;0;
627;-5;-3;-4;9;-3;3;-4;0;8;0;-9;-6;-5;8;9;0;
628;-6;-8;3;8;1;1;5;-1;5;-8;-3;7;-8;3;-7;-9;
629;-4;3;7;-9;1;6;0;-4;-5;4;-8;9;-4;3;7;0;
630;-1;0;0;5;-5;8;8;2;-7;-9;3;4;9;-7;-1;-1;
631;9;-6;5;3;9;-1;0;-6;-2;-1;0;-8;8;-5;5;-1;
632;-3;3;-5;-2;-8;8;-3;7;4;4;6;-8;2;0;2;-7;
633;-9;-1;-2;-4;-5;4;-8;-2;-8;5;-3;-7;7;-4;8;3;
634;-8;-3;6;7;-9;4;-2;-8;-2;0;-8;1;0;9;-3;3;
635;-9;9;0;9;-4;4;-4;-9;5;0;-1;8;1;0;-2;7;
636;-7;-6;3;-4;-4;-9;0;-8;8;0;8;-9;0;0;-4;-5;
637;5;6;6;-6;-8;-9;9;-7;-6;-3;-7;-1;3;7;5;4;
638;1;5;9;7;-5;-2;-4;-5;3;7;-6;1;2;5;-2;-2;
639;-4;-6;0;7;-7;-5;-4;9;-7;4;0;0;-8;2;-9;-2;
640;5;0;-9;3;-6;0;3;6;9;6;-6;5;7;5;-4;8;
641;8;0;4;-4;0;6;-7;0;9;-6;9;-3;4;-3;-8;9;
642;-7;8;-2;2;3;-6;-9;-4;2;-5;-4;6;0;-5;9;5;
643;9;9;1;-4;-8;1;5;-8;2;-1;6;-9;2;1;8;5;
644;5;-6;7;-7;-5;4;-6;2;8;-7;9;9;-7;-2;1;2;
645;-5;-7;7;5;8;9;-8;2;0;-9;6;8;5;1;8;-3;
646;-2;-5;-7;2;2;-1;2;-6;0;3;1;2;-8;-8;-5;-8;
647;2;1;-3;-9;-7;5;1;-6;0;-9;-6;-7;-9;-8;0;0;
648;3;-8;-9;-5;-9;-7;-5;6;-8;1;-4;-5;4;4;7;5;
649;-3;-9;0;-8;-4;-4;9;-5;1;2;-6;0;1;-1;-6;3;
650;4;9;9;6;-2;3;9;3;9;-8;4;1;0;-5;-9;-8;
651;0;-3;-1;0;1;-3;9;6;-4;4;-9;8;3;-1;4;-3;
652;-6;-7;-8;-7;8;4;-7;0;0;-6;0;6;2;8;2;2;
653;-9;-7;-4;-3;5;4;-3;-9;-4;-1;-8;-2;6;3;1;-5;
654;9;-2;0;2;-1;6;-6;5;2;-8;3;-7;0;-5;2;-9;
655;8;8;8;8;2;0;-5;7;-5;4;-2;-6;7;-2;-1;2;
656;0;-6;8;9;2;9;-5;5;-6;9;-5;6;-6;-6;-7;0;
