Numer macierzy;a_11;a_12;a_13;a_14; a_21;a_22;a_23;a_24;a_31;a_32;a_33;a_34;a_41;a_42;a_43;a_44;
329;-9;-1;2;-8;-2;3;0;-9;-8;3;0;-9;0;6;-2;0;
330;-2;9;6;4;-1;-3;4;8;5;9;3;0;7;-3;0;-3;
331;-2;2;-6;8;-5;-7;3;4;-6;8;-9;-8;8;-2;0;1;
332;3;6;-7;-8;0;0;-3;4;-7;5;4;8;6;8;7;1;
333;2;-5;4;8;1;7;-8;-3;3;6;-3;-6;-9;7;-9;-9;
334;4;6;-5;-4;-4;5;-4;7;-9;6;-3;-9;1;-3;9;-9;
335;4;4;-3;-1;-5;0;-8;-2;3;1;9;0;9;-4;-5;7;
336;9;-5;-6;6;9;-5;4;-3;-8;-7;-7;7;8;4;1;-9;
337;4;-5;7;3;2;-9;9;5;-1;9;-1;4;4;-9;3;-1;
338;-4;8;4;9;9;5;7;5;-7;-2;9;-8;2;-5;7;8;
339;6;-1;1;9;6;-9;5;8;3;-3;5;-3;7;-7;8;6;
340;4;9;-4;-9;-9;8;-8;0;3;-7;-5;-6;-6;2;-2;0;
341;-4;8;0;4;3;-7;-2;6;3;0;-4;2;5;-4;-4;-6;
342;3;4;3;0;-5;-1;2;1;9;8;9;-7;-8;-9;1;0;
343;5;-2;9;-3;9;-6;-5;-2;7;-5;5;-7;-1;3;8;-7;
344;7;-7;-3;-8;-1;8;-5;-5;1;-8;8;6;1;1;0;-4;
345;4;6;2;-1;-7;-2;-8;4;-9;-2;-2;-1;2;0;3;5;
346;1;4;1;-7;-2;4;0;-5;5;-2;5;8;-1;4;-3;6;
347;4;-7;-6;3;2;0;-7;-5;4;-6;0;1;2;0;-5;2;
348;-9;9;-2;-3;-3;4;-4;-8;-4;-7;-5;-7;2;-3;6;1;
349;-2;8;-5;-3;-1;4;-6;0;-8;2;-5;1;6;-8;0;-6;
350;7;9;0;0;0;-4;0;-7;-4;-7;5;9;9;-1;-3;-4;
351;-2;6;4;8;-7;0;-1;5;6;-6;1;-6;8;-9;1;0;
352;0;-6;1;-3;7;-8;-5;-9;0;6;8;8;9;-6;-9;-1;
353;9;-5;-7;1;-6;-3;-7;5;-1;-2;-3;1;-5;8;3;1;
354;3;7;9;7;0;1;3;8;7;0;0;0;-4;-1;0;-6;
355;-8;0;-1;-8;-3;7;-8;-4;1;6;-6;-1;1;0;3;2;
356;0;-7;0;-9;-3;8;9;8;9;4;-6;0;2;-1;0;-4;
357;-4;6;0;4;-3;-8;0;-7;8;-1;6;2;1;0;-5;8;
358;6;-1;-8;-1;1;4;8;-6;-3;3;1;-2;-6;-2;-4;0;
359;3;-8;9;-4;1;1;8;0;9;-5;-6;7;0;3;-3;6;
360;8;3;8;0;-9;5;-5;6;-3;2;9;2;-1;-8;-8;0;
361;8;1;-2;-3;-1;-1;6;-8;-9;0;4;-3;3;-3;4;-9;
362;9;-8;-7;0;3;5;5;-3;-3;5;-6;-5;3;5;-6;8;
363;6;0;6;6;-9;2;0;-5;2;3;2;4;6;7;1;-3;
364;-5;-2;-7;-7;-7;-9;4;-1;0;9;7;-5;7;7;3;9;
365;-1;-1;-5;-8;0;0;-4;-7;3;8;-6;-5;2;-9;0;-3;
366;1;0;5;-5;-6;-2;5;7;7;7;-6;-8;7;-9;-5;-9;
367;8;7;4;-4;9;0;4;-8;-8;0;-2;1;-7;4;6;-3;
368;-1;-7;6;-9;6;0;5;5;-1;5;9;9;9;-7;7;2;
369;3;5;7;8;-1;6;-5;-4;-1;-5;4;7;-7;6;4;0;
370;-1;7;4;5;0;6;-8;0;5;8;1;2;7;6;-2;-3;
371;9;-8;1;7;0;-5;1;9;-8;7;7;-9;-5;2;-8;-7;
372;-5;5;-4;-8;6;7;9;7;5;0;7;-3;7;0;-7;-7;
373;3;3;0;4;2;9;8;-9;-3;-2;7;0;7;-5;-5;0;
374;9;-7;3;1;6;-7;3;-1;-7;8;-2;6;3;4;-7;0;
375;-9;4;8;5;2;6;0;-8;-2;-4;7;-7;-9;2;8;-4;
376;-8;8;3;-1;7;1;5;-6;-4;5;0;8;-1;-4;5;-6;
377;-2;-5;-2;-5;-5;9;3;2;9;8;-4;-4;-4;6;3;-3;
378;-7;-2;-1;-3;-3;5;0;-9;2;-7;7;1;-5;-4;-8;0;
379;-8;-3;6;9;-6;-4;2;5;9;-9;-3;-6;9;-4;6;3;
380;0;-5;-2;-1;-9;-3;-4;-4;-6;0;7;3;1;0;1;8;
381;0;2;-4;2;-9;6;-1;3;-8;-3;-7;8;-8;9;0;9;
382;-3;1;0;0;1;0;0;-6;-1;-6;7;-7;4;-7;8;-4;
383;-5;8;3;9;1;9;6;0;0;-4;-3;5;-5;8;-1;6;
384;-1;-6;0;6;3;1;5;0;2;-3;0;9;-8;-8;-4;-3;
385;7;-4;-7;5;5;0;-2;-2;-1;8;5;-3;7;-4;3;9;
386;8;-5;8;3;0;-1;-3;1;3;5;-2;-3;9;0;4;0;
387;-1;-6;0;-5;6;1;-3;-4;-5;-9;-8;6;8;3;3;-2;
388;0;-2;-9;-6;8;6;-8;4;-1;-6;-8;-5;-1;8;4;0;
389;2;9;9;3;-1;0;-5;0;-7;2;7;-8;3;-1;-4;-1;
390;2;-3;7;-1;-1;0;-7;4;0;-2;-2;0;0;6;-9;9;
391;-5;9;8;6;-4;0;2;5;3;3;-8;-6;7;1;3;1;
392;-8;-3;7;2;4;8;5;7;-4;-8;0;-3;0;0;2;-1;
393;-6;-9;1;7;-9;7;0;5;8;5;-5;4;-5;-9;3;7;
394;-4;5;5;5;3;5;5;-6;0;9;-7;-8;-7;4;0;2;
395;9;-6;-5;-2;2;6;4;4;6;6;-3;8;-2;0;0;-3;
396;-5;-7;6;4;-2;-6;3;-7;1;0;-8;0;5;3;-8;-6;
397;-9;4;-3;6;8;1;8;-9;2;8;-7;1;-3;9;-9;5;
398;5;-2;4;4;-6;7;-5;5;-4;-6;-7;-6;0;-3;-9;8;
399;-1;8;2;-4;-1;-8;8;2;-2;-8;-3;0;3;-1;-5;8;
400;-1;-6;-4;-1;0;-2;4;-5;2;1;0;-9;7;-9;1;3;
401;0;-3;-6;-1;8;2;-9;0;0;0;-5;8;-7;-1;-2;-7;
402;-5;3;2;0;0;-6;7;2;1;1;2;-4;0;5;-6;-6;
403;2;-4;9;-2;2;8;5;-8;1;0;8;2;-1;4;-7;6;
404;-5;9;3;4;0;-4;-8;2;-6;-1;8;-8;-5;6;1;3;
405;0;-6;8;2;9;0;1;0;1;2;7;-6;8;-5;-3;-2;
406;-4;-9;-1;0;5;1;2;8;2;-6;2;-4;-6;8;0;8;
407;1;-4;-6;-5;4;4;4;2;-5;1;-8;-5;-4;9;7;8;
408;8;-7;-1;3;1;3;-4;-6;-4;-1;0;7;-9;5;-9;6;
409;9;3;0;-8;2;-5;7;-8;7;2;-5;5;-5;1;2;0;
410;-1;8;-9;-7;2;4;9;-2;7;1;-7;-3;-8;-3;-2;-3;
411;-9;8;-3;-4;7;7;-5;3;2;1;3;-9;-4;6;-4;2;
412;9;-9;9;-7;-3;-9;-2;9;-6;0;-8;-7;9;6;4;3;
413;7;-5;-2;0;-6;-6;-5;4;6;2;7;-4;8;9;8;1;
414;-7;-2;-7;8;0;-3;8;3;6;-4;7;-4;7;0;-1;-1;
415;-6;-7;-1;9;2;7;9;3;-3;-1;-3;3;-1;-5;-9;0;
416;0;-5;8;7;-7;-2;3;0;-2;-8;0;-8;-6;-9;-7;-2;
417;3;-1;4;-7;1;-4;-5;-8;8;2;-4;3;7;8;-1;-5;
418;-2;1;-6;6;9;0;-1;3;-8;-7;-2;-5;-1;-8;-7;2;
419;2;-1;-8;-9;8;4;6;-1;7;0;8;-8;3;5;1;0;
420;-9;-6;-6;2;-2;-2;6;-9;-1;6;-7;9;8;3;-7;5;
421;8;1;6;0;7;0;8;0;5;-1;-7;-3;3;0;2;-2;
422;-5;4;-4;-9;-9;3;5;1;-4;0;2;-6;-2;9;-1;6;
423;6;8;-5;-5;-4;-7;-5;8;-6;-9;7;-4;2;7;0;-4;
424;7;0;4;-3;8;8;2;-5;-4;3;0;-1;7;0;-5;1;
425;2;6;8;8;5;-2;3;0;5;-9;4;4;-4;-3;0;2;
426;-8;-1;2;-8;1;3;-2;-7;-4;-1;-6;-9;-9;1;3;4;
427;-9;0;2;-6;-3;-8;-6;2;-8;-6;-2;0;6;1;7;-1;
428;3;0;-2;-9;5;2;0;0;-1;0;7;-4;2;-8;0;0;
429;-4;-5;0;3;-3;0;0;-8;-9;6;6;-6;2;8;6;-6;
430;8;2;0;-2;4;0;-2;-1;-8;3;-6;-1;-2;6;-2;4;
431;1;-6;9;-3;-2;-5;0;-4;3;-4;-2;-7;7;-7;-2;1;
432;8;3;1;1;3;2;-1;-4;-1;5;-9;7;-4;8;3;-2;
433;-5;-9;2;2;3;-6;-1;-5;-6;3;4;8;-7;5;9;2;
434;8;8;9;2;8;3;4;3;5;3;-1;-5;2;2;-8;8;
435;-2;-7;6;-6;2;9;7;-5;-3;0;-7;-4;-5;-5;4;-4;
436;2;1;9;9;3;9;5;-5;-5;0;6;0;1;0;-3;7;
437;5;-7;-4;-8;4;9;3;9;8;-9;6;0;-7;3;0;-2;
438;6;-8;7;7;-3;4;-8;4;6;-3;-1;9;-7;0;2;-4;
439;-1;-2;2;-4;-4;0;-5;-3;-6;-6;6;2;8;-5;-3;0;
440;-5;-4;-7;-2;4;-3;0;-4;-3;5;-9;5;-5;4;0;5;
441;4;9;-6;-9;-7;8;-8;2;3;-5;-3;3;-3;-4;8;4;
442;3;-3;5;8;-9;1;-5;2;1;-2;-5;-3;-9;-9;3;-4;
443;-9;-1;9;7;-7;-8;-7;0;3;-1;1;0;-8;-6;0;9;
444;7;0;-5;-1;-6;-4;-8;-2;5;9;6;0;-5;0;5;-6;
445;-1;5;8;-5;0;4;6;-3;-1;0;-5;7;6;6;-4;0;
446;-9;2;-3;-5;-7;-5;5;-8;9;0;-5;8;-7;-1;2;7;
447;-6;5;-6;7;1;-3;1;-5;3;-6;-1;9;-4;0;-5;2;
448;7;1;-3;6;9;-1;-9;-7;0;-2;-8;5;1;-8;8;-1;
449;-7;6;0;-7;5;-7;6;-1;-4;4;2;2;-5;-1;-7;-9;
450;-4;5;-1;-7;-6;6;-7;-3;-1;-8;0;-4;2;-4;-8;-3;
451;-1;3;-3;-2;-7;4;7;8;8;0;-5;9;6;5;-7;7;
452;6;-7;-1;6;-3;6;-2;-1;9;4;-5;1;-4;7;8;-8;
453;2;1;1;5;1;7;8;-8;0;-8;-5;-6;-1;-7;8;-1;
454;-7;2;9;-5;-6;-4;1;6;-7;5;9;1;-2;0;-2;-2;
455;5;6;0;-2;4;-2;-6;8;-6;3;5;9;-4;-2;6;6;
456;3;-7;-9;1;9;-7;8;-2;-2;-6;-7;-8;2;-8;-5;8;
457;6;1;-3;-8;-9;4;-3;3;0;0;2;-2;-2;-5;-6;6;
458;-9;-4;7;-9;7;-9;8;6;7;2;-4;-8;9;-7;-3;4;
459;-8;2;-7;-8;1;-8;-7;7;-8;5;0;0;9;1;3;7;
460;-9;1;7;-3;6;-5;-6;-2;-8;-7;4;-5;-7;1;0;2;
461;-8;5;-5;7;-7;8;-1;6;4;-3;-4;8;0;4;-2;4;
462;0;-1;5;8;0;1;7;5;0;8;3;5;2;-6;2;9;
463;0;3;3;0;0;0;0;5;-3;7;-9;-2;0;1;7;2;
464;4;-9;5;-9;-4;0;6;0;8;8;-6;-3;8;6;-3;-9;
465;9;3;-7;2;-7;-8;1;-7;-1;-4;1;-5;-4;6;5;-5;
466;-9;-1;3;-2;4;9;-9;-2;-7;3;-8;-3;1;-7;-8;7;
467;0;9;0;-7;1;-9;-7;0;-2;-9;4;-4;7;-4;9;0;
468;-8;2;3;-2;4;-2;0;-6;-2;8;-3;1;6;-3;3;9;
469;-9;6;-8;2;-8;6;3;-7;2;-5;3;-2;4;0;5;0;
470;7;-6;1;3;-9;4;-3;7;8;7;-7;2;-7;0;2;8;
471;-9;-9;-7;0;2;-4;-5;-3;-5;-9;3;-6;0;8;-8;1;
472;-1;-9;1;0;4;1;-5;0;0;-7;-5;0;-9;2;0;-2;
473;7;3;0;7;0;0;8;-4;-7;-6;0;0;0;-5;3;7;
474;-4;-5;9;8;-5;-7;0;0;-2;1;2;-1;8;4;-3;3;
475;-7;-3;3;-9;-5;-7;-6;-5;-2;9;8;9;9;-5;5;-5;
476;2;0;9;3;6;6;3;-2;-1;-5;2;0;9;-2;5;-8;
477;-4;-4;-2;-9;3;-1;5;0;5;-5;2;-9;3;2;9;-8;
478;9;-9;7;0;2;-6;9;2;1;4;1;1;6;0;1;1;
479;3;-1;0;-3;9;6;0;-4;-2;9;7;3;-5;-3;-9;2;
480;-2;-6;-7;3;-9;-9;3;-3;-6;3;-4;0;5;4;-7;7;
481;0;-9;-3;6;-8;9;5;3;-8;4;9;-8;-2;-1;1;-1;
482;-4;-7;-5;7;-1;-1;-1;1;-3;7;6;-2;0;9;-7;-1;
483;9;-4;7;-2;-4;-3;6;-2;6;7;1;8;-7;-3;1;2;
484;0;6;-5;8;-3;8;-6;1;5;1;1;-1;-7;-8;-7;9;
485;-5;-9;5;-8;-4;-3;-7;-5;4;-3;0;8;7;2;2;8;
486;7;-9;2;0;-1;-4;-5;8;8;9;5;3;-1;9;1;5;
487;3;1;-3;-8;1;-6;4;-7;4;5;-1;-3;-5;4;0;-5;
488;8;-1;3;-8;-9;4;2;-8;7;-7;-3;3;-6;-4;-4;4;
489;8;4;-6;6;-1;5;2;-4;3;0;-7;-8;8;5;0;8;
490;-8;-6;0;-8;-2;4;2;4;-8;0;9;5;-7;-1;-2;-2;
491;5;3;0;8;8;6;-5;1;6;-3;-5;-8;0;-8;6;-1;
492;-4;0;0;4;-5;-7;0;2;-4;3;0;-5;0;2;9;3;
493;0;2;8;0;-9;3;-9;-2;-7;7;-9;-9;5;-9;5;1;
494;-9;-7;-8;2;4;0;1;-7;1;-1;-9;7;0;4;0;2;
495;-7;-8;6;-5;7;-3;-9;3;-1;-9;4;-5;0;-4;1;-1;
496;9;3;8;-6;3;7;0;-5;4;-8;2;-7;1;2;1;4;
497;-1;-5;-9;9;-8;8;-9;8;4;-4;6;0;9;6;8;7;
498;8;2;-6;-1;-8;3;-2;9;-7;1;3;0;-9;0;-6;-5;
499;7;-9;3;7;-7;6;-5;3;0;-5;-9;-1;-7;-1;2;-3;
500;-2;0;-6;3;2;-3;-3;-6;-7;-3;8;0;8;-4;1;-9;
501;0;-3;-1;-4;-9;1;1;2;5;-9;-8;3;-9;-4;-8;6;
502;-6;5;2;-5;-6;8;9;6;2;0;7;1;-4;-9;3;-6;
503;7;-2;-7;0;-2;9;-5;1;-6;6;7;6;7;3;-9;6;
504;3;6;1;-6;3;-6;0;6;-4;-9;-5;4;5;3;-4;-7;
505;4;7;5;4;-8;9;-5;-3;6;8;3;-3;-7;0;-8;0;
506;-8;-5;-7;4;-7;0;-8;-2;-3;-3;0;-3;3;-3;-1;-5;
507;-6;-9;9;-5;0;6;1;-3;-3;5;7;5;3;4;3;-1;
508;-8;9;-9;-8;7;0;-3;-5;-7;-4;-2;9;7;0;5;9;
509;-5;-6;-9;3;8;0;-4;9;6;0;6;-5;-6;-4;5;9;
510;-6;0;-8;-9;4;7;-4;4;9;-2;0;1;8;4;5;0;
511;0;0;6;7;3;0;-3;-1;6;-1;-2;0;5;0;3;-2;
512;-9;7;-3;6;-7;0;1;9;6;6;-4;0;5;4;1;7;
513;-2;1;0;-7;-5;6;8;0;-1;8;5;-2;0;-3;-8;3;
514;-9;1;5;0;7;0;-5;-1;-1;-6;-5;6;-9;0;-4;0;
515;0;8;0;-4;-3;-9;0;5;-4;2;4;-1;-2;-3;9;0;
516;6;2;-3;0;3;-6;5;0;1;-3;2;7;9;3;3;0;
517;-5;-2;-6;7;7;-9;-9;6;3;-2;0;-5;-1;9;7;3;
518;9;-8;8;-6;-5;-8;-2;-5;8;-7;6;-5;-6;-2;-9;7;
519;-6;2;9;-7;8;-4;-4;4;8;-8;-2;7;5;-1;-1;2;
520;8;1;-9;9;4;-7;-5;-6;2;-6;-6;0;-9;7;1;0;
521;-4;-8;8;3;5;-7;5;-9;0;-1;0;-5;-7;0;-1;-9;
522;-4;-1;-6;-9;0;-3;-4;4;2;-3;-3;-1;-8;-9;0;-9;
523;8;1;-4;-6;-8;-5;3;0;-8;1;5;9;4;5;8;1;
524;-6;-7;0;-5;-1;4;0;-8;8;5;6;8;-4;-8;5;5;
525;-9;0;-6;5;-8;0;-7;7;2;7;-6;0;-9;-7;-1;0;
526;-5;0;1;7;0;-3;3;8;-1;4;5;2;-7;-3;7;-7;
527;5;6;5;1;5;-2;-8;1;4;9;4;7;9;5;1;5;
528;0;9;8;6;-4;8;-2;5;0;0;-1;3;6;-4;5;-6;
529;9;8;0;2;8;0;-5;1;1;-8;-8;0;6;0;7;7;
530;2;-4;-1;-1;-6;-9;7;-9;-6;-2;-4;9;-1;2;-9;-1;
531;-9;-7;1;-1;-7;4;-8;8;5;3;-8;0;0;-1;0;6;
532;0;6;1;-3;3;-6;9;9;8;-1;2;-3;3;6;0;-2;
533;-5;-2;9;6;-3;5;8;1;-5;5;-6;-7;0;-8;9;0;
534;4;4;7;1;-7;-1;7;5;7;-5;-8;2;1;7;7;0;
535;8;-3;-3;-7;-5;3;-5;1;2;-3;-9;0;6;-2;-4;-2;
536;5;9;9;-5;8;-1;2;-8;2;-7;9;-8;5;-4;-1;5;
537;7;1;4;5;4;6;8;-7;-5;-7;-9;9;-9;3;-6;9;
538;3;0;8;-6;5;8;3;7;-3;5;8;-1;7;-8;-1;-6;
539;-2;6;-2;-9;9;-7;7;9;-5;8;5;5;8;9;5;-3;
540;6;-8;4;3;8;-2;0;-3;-1;-9;2;0;-4;8;-8;-3;
541;-5;7;-5;0;1;3;-3;8;-1;-6;-8;7;4;3;0;-4;
542;7;-2;-6;7;8;1;4;5;6;0;3;-6;-8;-4;1;7;
543;3;4;5;-7;-9;-6;5;-4;-4;0;-7;6;6;2;1;1;
544;-3;2;4;-8;4;-8;-5;4;6;-7;-1;-7;8;-7;0;7;
545;8;8;-2;0;4;-6;4;-5;-3;0;3;1;5;-9;-9;4;
546;7;9;-9;-4;-7;-1;2;9;-4;0;5;6;5;7;6;-4;
547;9;-8;-5;0;4;-2;-9;4;9;7;5;-2;0;1;3;-4;
548;-6;-3;0;8;6;0;5;0;-8;0;-5;-1;-9;-2;-9;-7;
549;-7;4;5;7;-2;-4;0;8;-1;0;-4;0;-1;0;4;-1;
550;-2;-3;8;-7;2;5;5;8;-8;7;2;2;-8;-5;-8;6;
551;-2;8;-1;-9;-6;-3;-8;0;9;0;-9;5;9;-6;-1;3;
552;-5;9;2;-3;-4;8;-1;-3;4;0;5;0;-4;3;-3;-2;
553;2;7;3;-9;6;9;3;7;4;-6;0;-6;-4;-8;4;3;
554;-4;2;-3;-6;-2;-6;-4;4;7;-9;5;-4;7;9;-5;5;
555;9;3;-2;-5;-3;0;4;1;-5;9;-8;-3;-5;-6;4;-8;
556;-9;1;0;-5;-7;1;3;-1;-7;5;1;-4;-6;0;3;4;
557;-3;5;-7;-7;6;9;1;-2;3;8;3;7;-2;-1;-1;0;
558;1;-7;-3;0;9;3;8;-5;-3;7;-4;1;2;-8;-8;9;
559;-3;4;-9;-5;6;3;-5;-9;7;-3;4;7;-6;2;-4;-9;
560;-9;-9;3;2;-7;0;0;-5;5;6;-3;5;-4;3;9;1;
561;0;0;7;0;2;4;-5;2;-8;-5;1;-4;6;0;3;-4;
562;4;7;0;0;1;5;-9;1;4;1;8;-5;-2;-4;-6;-9;
563;3;-1;2;-2;4;2;2;2;5;-3;5;7;2;4;9;5;
564;5;2;-3;5;-2;6;-4;-4;9;3;0;-1;-7;1;0;-4;
565;2;0;-3;0;-3;-6;5;-8;-8;8;-5;-7;5;5;-1;-3;
566;3;-4;-2;-6;-9;3;5;4;-1;-1;9;4;-8;5;-1;5;
567;-8;4;0;4;-9;-6;-4;1;-8;0;1;-3;-5;2;0;8;
568;7;-1;8;-4;-2;-6;3;0;-9;5;3;3;-6;5;-8;2;
569;0;5;4;5;0;3;0;0;-5;7;-4;-5;-1;5;5;9;
570;8;-6;0;-8;-2;-7;-7;-2;4;-6;5;9;0;2;1;6;
571;9;3;4;3;9;7;-3;6;-7;-1;4;-4;-3;5;-6;-6;
572;-4;7;-8;-9;-9;3;-8;1;5;-3;2;-1;-1;-5;1;7;
573;4;-7;1;-6;-3;-6;2;8;-7;-2;0;0;-2;-2;-5;9;
574;8;-4;-3;6;2;6;5;-6;-3;7;-7;0;-8;5;7;4;
575;6;7;-5;-7;-5;-3;7;6;2;-9;2;-1;-7;5;9;0;
576;-8;7;5;-9;-1;6;8;-8;-7;-7;7;5;1;-1;0;7;
577;-4;-4;-4;3;2;5;-9;1;-5;-2;1;0;9;-4;0;-6;
578;-4;-7;3;9;-7;2;8;6;-7;-4;4;6;1;3;-9;-7;
579;-8;7;0;6;6;4;-7;-3;3;2;-6;-4;-7;0;-7;9;
580;-7;-4;7;5;0;-4;-5;-1;4;7;8;-4;-8;2;-5;3;
581;9;7;3;-6;-7;0;2;-1;8;-9;8;-6;-2;-2;1;-9;
582;-6;7;-8;-8;8;3;-8;2;7;-7;8;-9;-1;8;-7;6;
583;7;3;-2;-2;4;2;3;5;0;2;-6;-3;3;0;1;5;
584;-2;-6;5;7;-3;-8;7;9;7;3;4;-9;0;0;5;-5;
585;-1;6;-8;4;7;0;0;6;8;-1;1;7;1;-5;-8;7;
586;4;-2;-9;3;-5;0;3;3;-3;-5;-7;7;-6;-8;0;0;
587;-1;-5;0;3;-7;-5;-4;3;2;-7;2;8;5;7;-1;6;
588;-2;5;9;-5;3;-8;-5;4;6;-4;-6;0;8;3;1;2;
589;8;1;8;-8;-3;-7;5;6;-3;-9;0;-5;-5;-5;1;-1;
590;7;-3;-6;4;-8;-2;-4;-1;5;0;-2;0;6;-4;-9;1;
591;1;-3;-3;0;-6;-5;-2;-7;0;-7;-4;8;2;9;7;3;
592;9;9;-9;-9;9;-3;-9;-4;0;2;4;-7;2;-1;-3;-6;
593;-1;-1;4;-8;5;9;5;3;4;2;-4;8;-5;0;-9;-1;
594;6;0;9;0;6;1;0;4;-2;0;3;0;3;6;-4;7;
595;7;6;-2;-3;-1;-9;5;-6;-4;-4;1;-4;5;8;8;5;
596;1;8;4;8;0;-5;-8;0;1;5;8;0;-1;6;-1;5;
597;-9;7;-6;-4;3;7;-1;-5;-1;2;-4;-7;1;1;3;-6;
598;-2;3;-7;2;0;5;3;-3;-6;-6;9;-6;5;-3;5;-9;
599;-8;-5;-7;-2;-2;0;4;1;-4;-6;-4;6;4;1;5;-4;
600;-9;-4;6;-3;-7;-2;-4;-2;7;3;-7;-8;-6;-6;-5;0;
601;-4;9;-4;6;-7;0;3;4;4;-7;0;2;3;-8;3;-8;
602;-2;-1;-1;0;0;-5;-1;7;5;7;2;7;4;6;1;7;
603;-5;0;-7;-6;-8;-7;-8;-2;0;-4;-3;-4;-8;1;8;8;
604;2;-5;-3;4;0;-5;-5;9;9;8;-3;-2;7;-3;4;1;
605;-4;7;7;3;-6;0;1;-8;2;-8;-2;2;0;1;-9;-5;
606;9;6;-1;4;6;1;-5;-8;9;-5;0;4;8;-5;-3;-1;
607;8;-1;-4;-6;0;9;-9;9;-1;8;7;7;-9;-7;7;8;
608;-2;2;-6;-1;9;-4;-2;2;-7;8;4;2;4;-5;-9;7;
609;0;-1;7;-6;-1;5;-4;7;-6;-5;9;8;4;-9;-1;-8;
610;1;6;-7;-4;8;3;5;-4;0;-8;4;7;-7;0;1;0;
611;-7;-7;6;-2;8;7;-5;-2;-8;8;8;6;5;-8;1;-4;
612;7;5;4;-3;3;-8;-5;-1;0;4;-1;8;7;-2;0;-9;
613;1;0;2;-5;-2;-6;-3;-3;-6;-7;-3;1;3;3;8;7;
614;0;1;-8;9;-5;0;1;-6;7;7;-4;5;-3;1;-5;5;
615;2;9;4;4;-2;-1;7;0;-1;-3;-4;-1;7;-5;2;-6;
616;8;-4;-9;1;3;8;3;-6;9;-6;3;-9;5;-6;-7;7;
617;-9;-5;-2;0;-8;-2;8;-4;2;-6;-2;8;-8;3;1;-1;
618;4;3;5;0;-8;3;2;3;-9;2;-9;9;4;7;5;6;
619;-2;7;-8;2;1;0;-5;4;0;-5;-6;-2;5;-8;-8;3;
620;-5;8;9;-5;-9;-4;7;-7;4;4;-2;6;9;-5;9;-1;
621;2;6;-9;0;1;5;-9;-1;-4;0;6;2;-8;-9;0;-1;
622;-3;0;9;7;7;2;-9;7;7;-2;0;0;-1;-9;0;-3;
623;-9;1;7;-5;-7;6;9;4;4;-2;-3;9;-8;-6;-9;6;
624;-8;-9;-5;5;1;-6;7;-3;-5;7;-6;-9;-9;0;8;1;
625;1;3;1;-6;9;3;5;4;1;0;7;2;5;0;-5;7;
626;9;3;7;0;-1;7;-2;-6;0;-9;-7;-5;4;7;-1;5;
627;1;1;2;-4;8;-7;-8;0;-4;4;7;-1;8;-1;-7;5;
628;-6;5;-6;-1;-8;-4;3;-6;2;-7;6;8;-5;1;2;6;
629;6;-5;0;8;-3;-7;-7;3;-4;-5;3;-7;-7;8;-6;9;
630;0;-2;2;-8;2;-7;1;-1;0;-1;0;-7;-3;-1;-8;4;
631;8;6;3;-9;-5;-4;3;2;0;-3;6;9;-3;-1;0;0;
632;-1;6;4;2;-2;-7;5;3;-4;-2;1;3;-7;8;-2;-8;
633;-7;-3;-4;6;3;-7;-6;-7;-3;7;6;8;5;-1;2;-7;
634;-7;7;2;2;-8;4;5;2;-5;9;9;-5;-7;1;-1;8;
635;2;-7;0;0;7;7;4;9;2;7;-1;-3;-4;7;0;0;
636;-1;-4;7;-9;-1;-6;-2;7;3;2;-3;-3;-4;0;-7;-5;
637;-3;-7;3;0;-8;-3;9;-7;7;-4;4;-5;-9;0;4;0;
638;0;-7;-9;-2;0;6;-6;-9;-6;-2;3;-8;7;6;0;8;
639;1;-4;-3;-6;-6;5;1;-2;9;-7;-2;-3;0;-9;5;-7;
640;6;7;6;-2;-6;-1;5;-7;7;-9;0;-9;7;8;9;7;
641;6;-7;-9;9;0;-4;9;-3;8;7;-7;-7;-8;-4;-2;-9;
642;-9;4;-1;8;8;-4;2;-1;-3;2;-4;7;3;-7;-4;3;
643;6;7;1;9;0;0;-4;-1;-3;3;9;8;-3;6;5;-9;
644;8;-7;1;-1;-6;-2;4;-2;-6;1;3;-1;-6;2;6;-6;
645;3;-3;0;-4;7;-1;4;-5;4;6;7;-6;4;-5;5;4;
646;-3;6;8;0;1;-7;4;9;-6;-7;-9;2;-5;-4;4;-5;
647;-7;5;-5;7;0;0;-2;5;-2;5;-1;9;-1;0;-2;-7;
648;-5;1;2;-5;-3;-9;9;-3;-2;-9;2;-9;-1;-2;-9;0;
649;7;4;7;5;0;4;6;-2;6;-1;2;0;5;1;5;5;
650;-3;-4;2;-7;-1;7;1;3;4;8;1;-2;-3;-6;0;2;
651;-4;0;5;0;6;-6;6;6;7;3;-9;6;-5;9;-4;0;
652;-8;-2;-8;-5;-5;-1;0;0;-3;-3;7;-2;1;-7;8;0;
653;7;1;0;2;-8;3;3;6;4;-1;3;0;-2;3;0;-2;
654;9;7;-1;0;6;2;5;-3;9;5;-9;-9;-6;-5;-2;-5;
655;6;0;-1;0;-7;7;6;2;-7;-6;-3;9;-5;-4;2;0;
656;-7;9;0;-1;3;9;6;-3;0;3;7;1;7;9;2;-6;
657;2;-4;9;-4;3;-8;-5;5;-7;-7;0;-5;4;1;1;-4;
658;1;-7;6;9;-7;3;4;-9;-9;8;-2;-1;5;-9;-9;-4;
